User_ID,Experience_Level,Course_Type,Platform,Hours_Spent_Per_Week,Course_Duration_Weeks,Completion_Status,Completion_Percentage,Dropout_Reason,Satisfaction_Score
U0039,Student,Tech,Udemy,-0.8269014935439738,-0.3470585890104049,Dropped,-1.6878030180795773,No Dropout,-1.4110165437162188
U0040,Fresher,Non-Tech,YouTube,-1.3709156340334305,-1.731600832402978,In Progress,0.8357371144932294,No Dropout,1.380311930499842
U0041,Working Professional,Tech,YouTube,0.8051409279243956,1.6528357625566445,Dropped,-1.131139753541458,Lost Interest,-1.4110165437162188
U0042,Student,Non-Tech,Skillshare,-1.3709156340334305,1.1913216814257872,Completed,1.2810677261237249,No Dropout,-0.7131844251622036
U0043,Fresher,Non-Tech,Coursera,0.26112678743493917,0.4221315462076911,Completed,0.20485208135002778,No Dropout,0.682479811945827
U0044,Student,Non-Tech,Skillshare,0.26112678743493917,1.0374836543821677,Dropped,-1.6135812494744946,Lost Interest,1.380311930499842
U0045,Fresher,Non-Tech,Udemy,0.8051409279243956,-1.116248724228501,Completed,1.0212915360059358,No Dropout,-1.4110165437162188
U0046,Fresher,Tech,Udemy,-1.5522536808632492,1.3451597084694062,Dropped,-0.5002547203982564,Too Difficult,0.682479811945827
U0047,Student,Non-Tech,edX,0.07978874060512021,0.2682935191640719,Dropped,-1.6135812494744946,Time Constraint,1.380311930499842
U0048,Fresher,Tech,Coursera,-0.645563446714155,-0.19322056196678566,Dropped,-1.539359480869412,Time Constraint,1.380311930499842
U0049,Student,Non-Tech,Coursera,0.07978874060512021,-1.731600832402978,Completed,1.615065684846596,No Dropout,-0.015352306608188251
U0050,Working Professional,Tech,Coursera,-0.8269014935439738,-0.5008966160540242,Dropped,-1.5764703651719532,No Dropout,-0.015352306608188251
U0051,Working Professional,Non-Tech,edX,0.26112678743493917,-1.731600832402978,Completed,-0.05492410876776104,No Dropout,-0.7131844251622036
U0052,Fresher,Tech,YouTube,1.167817021584033,0.5759695732513103,Completed,1.1326241889135595,No Dropout,0.682479811945827
U0053,Working Professional,Tech,Skillshare,0.8051409279243956,0.5759695732513103,Dropped,-0.5373656047007976,Time Constraint,-0.015352306608188251
U0054,Working Professional,Non-Tech,Coursera,-0.46422539988433614,-0.3470585890104049,Completed,-0.5744764890033389,No Dropout,0.682479811945827
U0055,Working Professional,Tech,Udemy,-0.28288735305451734,-0.03938253492316646,Dropped,-0.7229200262135039,Time Constraint,-0.7131844251622036
U0056,Working Professional,Non-Tech,edX,-0.8269014935439738,-1.4239247783157394,In Progress,0.1677411970474865,No Dropout,1.380311930499842
U0057,Working Professional,Non-Tech,edX,-0.28288735305451734,0.4221315462076911,Completed,0.1677411970474865,No Dropout,-0.015352306608188251
U0058,Fresher,Non-Tech,Udemy,-1.008239540373793,0.11445549212045265,In Progress,1.095513304611018,No Dropout,-1.4110165437162188
U0059,Student,Tech,Udemy,0.9864789747542144,-1.731600832402978,Dropped,-1.6135812494744946,No Dropout,-1.4110165437162188
U0060,Working Professional,Tech,Udemy,0.07978874060512021,-0.5008966160540242,In Progress,-0.3518111831880912,No Dropout,-1.4110165437162188
U0061,Student,Non-Tech,YouTube,1.7118311620734896,1.0374836543821677,Dropped,-0.6486982576084214,Lost Interest,-1.4110165437162188
U0062,Fresher,Tech,Coursera,-1.008239540373793,-1.731600832402978,Dropped,-0.7971417948185865,Lost Interest,-1.4110165437162188
U0063,Working Professional,Non-Tech,Coursera,1.5304931152436707,1.4989977355130255,Completed,1.355289494728807,No Dropout,0.682479811945827
U0064,Student,Tech,Skillshare,0.07978874060512021,1.4989977355130255,In Progress,1.763509222056761,No Dropout,-0.7131844251622036
U0065,Student,Non-Tech,Skillshare,-0.8269014935439738,1.4989977355130255,Dropped,-0.9455853320287514,Lost Interest,-0.7131844251622036
U0066,Student,Tech,Coursera,0.26112678743493917,-0.8085726701412626,In Progress,1.6892874534516784,No Dropout,1.380311930499842
U0067,Working Professional,Tech,Udemy,1.349155068413852,-1.2700867512721201,Dropped,-1.6506921337770357,Too Difficult,-0.7131844251622036
U0068,Working Professional,Tech,Coursera,1.7118311620734896,0.2682935191640719,In Progress,0.1306303127449452,No Dropout,-0.7131844251622036
U0069,Working Professional,Tech,Udemy,-1.733591727693068,0.7298076002949295,In Progress,1.6892874534516784,No Dropout,1.380311930499842
U0070,Working Professional,Non-Tech,Skillshare,-0.645563446714155,1.3451597084694062,Completed,1.2439568418211833,No Dropout,1.380311930499842
U0071,Fresher,Tech,edX,-1.1895775872036116,-0.9624106971848817,Completed,-0.6115873733058801,No Dropout,-0.015352306608188251
U0072,Student,Non-Tech,YouTube,0.9864789747542144,0.5759695732513103,Dropped,-1.131139753541458,No Dropout,-0.7131844251622036
U0073,Fresher,Non-Tech,Coursera,-1.3709156340334305,0.7298076002949295,Dropped,-1.1682506378439994,No Dropout,1.380311930499842
U0074,Student,Non-Tech,YouTube,0.44246483426475797,1.0374836543821677,In Progress,0.01929765983732137,No Dropout,-0.015352306608188251
U0075,Student,Tech,YouTube,-1.3709156340334305,0.5759695732513103,In Progress,1.6892874534516784,No Dropout,1.380311930499842
U0076,Working Professional,Non-Tech,edX,1.7118311620734896,1.6528357625566445,Completed,0.6130718086779818,No Dropout,1.380311930499842
U0077,Working Professional,Tech,Udemy,0.26112678743493917,0.4221315462076911,Completed,-0.5373656047007976,No Dropout,1.380311930499842
U0078,Working Professional,Non-Tech,edX,1.349155068413852,0.7298076002949295,Dropped,-0.46314383609571497,Too Difficult,-0.7131844251622036
U0079,Working Professional,Non-Tech,Skillshare,1.7118311620734896,-1.2700867512721201,Completed,0.9470697674008532,No Dropout,1.380311930499842
U0080,Student,Tech,edX,-0.8269014935439738,0.5759695732513103,Dropped,-1.2424724064490817,Lost Interest,0.682479811945827
U0081,Working Professional,Tech,YouTube,-1.3709156340334305,1.3451597084694062,In Progress,0.056408544139862675,No Dropout,-0.015352306608188251
U0082,Fresher,Non-Tech,Udemy,-0.46422539988433614,-0.03938253492316646,Completed,0.6130718086779818,No Dropout,-0.015352306608188251
U0083,Working Professional,Tech,edX,-0.28288735305451734,-0.3470585890104049,Dropped,-0.7600309105160452,Too Difficult,1.380311930499842
U0084,Student,Non-Tech,Coursera,-1.733591727693068,-1.4239247783157394,In Progress,0.27907384995511036,No Dropout,-1.4110165437162188
U0085,Student,Non-Tech,Udemy,0.8051409279243956,1.4989977355130255,Completed,1.7263983377542198,No Dropout,-0.015352306608188251
U0086,Student,Non-Tech,Udemy,-0.46422539988433614,0.7298076002949295,Dropped,-0.9455853320287514,Too Difficult,0.682479811945827
U0087,Fresher,Non-Tech,Udemy,-1.5522536808632492,-1.731600832402978,In Progress,1.615065684846596,No Dropout,1.380311930499842
U0088,Fresher,Tech,YouTube,-0.10154930622469852,-0.3470585890104049,Dropped,-1.3909159436592469,Time Constraint,1.380311930499842
U0089,Working Professional,Non-Tech,edX,-0.28288735305451734,1.0374836543821677,Completed,1.5408439162415135,No Dropout,-0.7131844251622036
U0090,Fresher,Tech,edX,0.44246483426475797,-0.3470585890104049,In Progress,0.9470697674008532,No Dropout,-0.015352306608188251
U0091,Student,Tech,edX,-0.28288735305451734,-0.5008966160540242,In Progress,0.909958883098312,No Dropout,1.380311930499842
U0092,Student,Non-Tech,YouTube,0.07978874060512021,-0.8085726701412626,Completed,1.6892874534516784,No Dropout,-1.4110165437162188
U0093,Fresher,Tech,Coursera,-1.1895775872036116,-0.5008966160540242,Completed,-0.6115873733058801,No Dropout,-1.4110165437162188
U0094,Student,Tech,edX,-1.3709156340334305,-0.6547346430976434,Completed,-0.7229200262135039,No Dropout,0.682479811945827
U0095,Working Professional,Non-Tech,Coursera,0.8051409279243956,1.1913216814257872,Completed,0.8357371144932294,No Dropout,0.682479811945827
U0096,Working Professional,Non-Tech,YouTube,-0.8269014935439738,-0.3470585890104049,Completed,0.8357371144932294,No Dropout,-1.4110165437162188
U0097,Fresher,Tech,Udemy,-1.5522536808632492,-0.3470585890104049,In Progress,0.46462827146781666,No Dropout,-1.4110165437162188
U0098,Student,Tech,YouTube,-1.1895775872036116,-0.19322056196678566,Dropped,-0.7971417948185865,No Dropout,1.380311930499842
U0099,Fresher,Non-Tech,Skillshare,0.26112678743493917,1.4989977355130255,Dropped,-1.4651377122643294,Time Constraint,0.682479811945827
U0100,Student,Non-Tech,YouTube,0.44246483426475797,-0.8085726701412626,In Progress,-0.5744764890033389,No Dropout,0.682479811945827
U0101,Fresher,Tech,Coursera,1.167817021584033,-1.731600832402978,Dropped,-0.5373656047007976,Time Constraint,-0.7131844251622036
U0102,Working Professional,Tech,Udemy,1.7118311620734896,0.5759695732513103,Completed,0.501739155770358,No Dropout,-0.015352306608188251
U0103,Working Professional,Non-Tech,YouTube,-0.645563446714155,0.5759695732513103,In Progress,0.8357371144932294,No Dropout,-1.4110165437162188
U0104,Student,Non-Tech,Udemy,1.7118311620734896,-0.19322056196678566,Completed,-0.46314383609571497,No Dropout,-0.7131844251622036
U0105,Working Professional,Non-Tech,Skillshare,-0.8269014935439738,-1.2700867512721201,In Progress,1.2810677261237249,No Dropout,-1.4110165437162188
U0106,Working Professional,Tech,Coursera,0.6238028810945768,-0.03938253492316646,In Progress,0.20485208135002778,No Dropout,-0.7131844251622036
U0107,Student,Non-Tech,YouTube,1.5304931152436707,-0.5008966160540242,Dropped,-1.4651377122643294,Too Difficult,-0.7131844251622036
U0108,Fresher,Tech,YouTube,0.6238028810945768,-1.731600832402978,Completed,1.7263983377542198,No Dropout,1.380311930499842
U0109,Working Professional,Tech,Skillshare,-1.3709156340334305,0.7298076002949295,In Progress,1.0212915360059358,No Dropout,0.682479811945827
U0110,Fresher,Non-Tech,YouTube,1.7118311620734896,1.3451597084694062,Dropped,-0.6115873733058801,Too Difficult,-0.7131844251622036
U0111,Student,Non-Tech,Coursera,1.349155068413852,-1.116248724228501,Dropped,-1.5022485965668706,Time Constraint,-0.7131844251622036
U0112,Working Professional,Non-Tech,edX,0.8051409279243956,-0.5008966160540242,Dropped,-1.0569179849363755,Time Constraint,0.682479811945827
U0113,Fresher,Non-Tech,Coursera,-1.008239540373793,-0.19322056196678566,Dropped,-1.5764703651719532,Time Constraint,1.380311930499842
U0114,Working Professional,Non-Tech,Skillshare,0.6238028810945768,1.0374836543821677,In Progress,1.1326241889135595,No Dropout,-0.7131844251622036
U0115,Student,Tech,Skillshare,0.26112678743493917,0.2682935191640719,Completed,0.241962965652569,No Dropout,-0.7131844251622036
U0116,Student,Non-Tech,Coursera,0.44246483426475797,1.4989977355130255,Completed,0.31618473425765165,No Dropout,1.380311930499842
U0117,Working Professional,Tech,edX,-0.645563446714155,1.3451597084694062,Dropped,-0.9826962163312928,Time Constraint,-1.4110165437162188
U0118,Fresher,Non-Tech,Coursera,0.44246483426475797,1.3451597084694062,Completed,-0.5373656047007976,No Dropout,-0.7131844251622036
U0119,Student,Non-Tech,Coursera,-0.46422539988433614,-0.19322056196678566,Completed,0.7615153458881468,No Dropout,1.380311930499842
U0120,Working Professional,Non-Tech,Udemy,-0.645563446714155,-1.116248724228501,Completed,0.7615153458881468,No Dropout,1.380311930499842
U0121,Fresher,Non-Tech,Udemy,-1.3709156340334305,0.8836456273385487,Dropped,-0.38892206749063246,Lost Interest,-0.015352306608188251
U0122,Fresher,Tech,Skillshare,1.167817021584033,0.8836456273385487,In Progress,0.6130718086779818,No Dropout,-1.4110165437162188
U0123,Student,Non-Tech,Coursera,1.349155068413852,-1.2700867512721201,Completed,1.503733031938972,No Dropout,-0.015352306608188251
U0124,Fresher,Tech,edX,-0.8269014935439738,-1.2700867512721201,Dropped,-1.1682506378439994,No Dropout,-0.7131844251622036
U0125,Working Professional,Tech,Coursera,-1.3709156340334305,0.4221315462076911,In Progress,1.206845957518642,No Dropout,0.682479811945827
U0126,Working Professional,Non-Tech,Udemy,-0.10154930622469852,1.4989977355130255,In Progress,1.2439568418211833,No Dropout,-0.7131844251622036
U0127,Fresher,Tech,edX,-0.8269014935439738,-1.731600832402978,Completed,0.8728479987957707,No Dropout,1.380311930499842
U0128,Working Professional,Non-Tech,Udemy,-0.10154930622469852,-1.4239247783157394,Dropped,-0.9084744477262102,Time Constraint,-0.015352306608188251
U0129,Student,Non-Tech,Udemy,1.349155068413852,1.4989977355130255,Dropped,-0.9455853320287514,Lost Interest,1.380311930499842
U0130,Student,Non-Tech,YouTube,0.6238028810945768,-1.116248724228501,Completed,0.6130718086779818,No Dropout,-1.4110165437162188
U0131,Fresher,Tech,YouTube,1.7118311620734896,-0.9624106971848817,In Progress,-0.6115873733058801,No Dropout,-0.7131844251622036
U0132,Working Professional,Non-Tech,Coursera,-0.8269014935439738,0.7298076002949295,In Progress,0.7615153458881468,No Dropout,1.380311930499842
U0133,Student,Non-Tech,Udemy,0.26112678743493917,1.0374836543821677,Completed,0.909958883098312,No Dropout,-0.7131844251622036
U0134,Working Professional,Tech,Coursera,0.26112678743493917,0.8836456273385487,In Progress,1.503733031938972,No Dropout,0.682479811945827
U0135,Student,Non-Tech,YouTube,-0.8269014935439738,-0.6547346430976434,Completed,-0.017813224465219737,No Dropout,-0.015352306608188251
U0136,Student,Non-Tech,YouTube,-1.5522536808632492,-0.5008966160540242,Completed,0.9841806517033944,No Dropout,-0.015352306608188251
U0137,Fresher,Non-Tech,YouTube,0.44246483426475797,0.2682935191640719,Dropped,-1.0198071006338343,Time Constraint,0.682479811945827
U0138,Working Professional,Tech,Udemy,1.5304931152436707,1.6528357625566445,Completed,0.5759609243754406,No Dropout,-0.7131844251622036
U0139,Working Professional,Tech,YouTube,-0.645563446714155,1.4989977355130255,Completed,0.39040650286273415,No Dropout,1.380311930499842
U0140,Student,Non-Tech,Skillshare,1.167817021584033,1.0374836543821677,Completed,0.39040650286273415,No Dropout,-0.7131844251622036
U0141,Fresher,Tech,YouTube,-1.008239540373793,-0.19322056196678566,In Progress,1.503733031938972,No Dropout,-0.015352306608188251
U0142,Working Professional,Non-Tech,Udemy,1.349155068413852,-0.5008966160540242,In Progress,1.503733031938972,No Dropout,-0.015352306608188251
U0143,Working Professional,Non-Tech,Udemy,-1.5522536808632492,1.1913216814257872,Dropped,-1.2053615221465404,Time Constraint,-1.4110165437162188
U0144,Fresher,Non-Tech,edX,0.9864789747542144,-0.03938253492316646,Completed,0.7615153458881468,No Dropout,1.380311930499842
U0145,Working Professional,Non-Tech,edX,-1.733591727693068,0.8836456273385487,In Progress,1.577954800544055,No Dropout,-0.7131844251622036
U0146,Student,Tech,edX,-1.733591727693068,-0.8085726701412626,In Progress,0.1677411970474865,No Dropout,-1.4110165437162188
U0147,Fresher,Non-Tech,edX,1.5304931152436707,0.2682935191640719,In Progress,1.2439568418211833,No Dropout,-0.7131844251622036
U0148,Working Professional,Tech,Udemy,-1.5522536808632492,-0.19322056196678566,Dropped,-0.6486982576084214,No Dropout,-1.4110165437162188
U0149,Fresher,Tech,edX,0.9864789747542144,0.4221315462076911,In Progress,1.503733031938972,No Dropout,-1.4110165437162188
U0150,Fresher,Non-Tech,YouTube,0.6238028810945768,0.8836456273385487,Completed,1.6521765691491372,No Dropout,-0.7131844251622036
U0151,Working Professional,Non-Tech,Udemy,-0.8269014935439738,1.0374836543821677,In Progress,1.7263983377542198,No Dropout,-1.4110165437162188
U0152,Fresher,Tech,Udemy,0.07978874060512021,-1.2700867512721201,In Progress,1.577954800544055,No Dropout,1.380311930499842
U0153,Student,Non-Tech,edX,-1.3709156340334305,0.7298076002949295,Dropped,-1.0569179849363755,Too Difficult,0.682479811945827
U0154,Fresher,Non-Tech,Skillshare,0.26112678743493917,0.11445549212045265,Completed,0.20485208135002778,No Dropout,1.380311930499842
U0155,Student,Tech,YouTube,-0.10154930622469852,0.4221315462076911,Dropped,-1.4280268279617883,Too Difficult,-1.4110165437162188
U0156,Student,Tech,Udemy,0.44246483426475797,-1.116248724228501,In Progress,1.3181786104262658,No Dropout,-0.015352306608188251
U0157,Fresher,Tech,Coursera,-1.5522536808632492,1.4989977355130255,Dropped,-0.7229200262135039,No Dropout,-0.015352306608188251
U0158,Fresher,Tech,Skillshare,1.7118311620734896,-1.5777628053593586,Dropped,-1.2424724064490817,Lost Interest,0.682479811945827
U0159,Working Professional,Non-Tech,Udemy,-0.28288735305451734,1.6528357625566445,In Progress,1.503733031938972,No Dropout,-1.4110165437162188
U0160,Working Professional,Tech,edX,-1.008239540373793,-0.03938253492316646,In Progress,1.3181786104262658,No Dropout,-0.7131844251622036
U0161,Student,Tech,edX,-1.008239540373793,0.11445549212045265,Completed,0.8728479987957707,No Dropout,-0.7131844251622036
U0162,Working Professional,Non-Tech,Udemy,0.9864789747542144,-0.6547346430976434,Dropped,-1.5764703651719532,Too Difficult,-0.015352306608188251
U0163,Fresher,Tech,Skillshare,1.349155068413852,-0.3470585890104049,Dropped,-0.9084744477262102,No Dropout,-0.015352306608188251
U0164,Working Professional,Tech,Skillshare,-0.46422539988433614,-1.4239247783157394,Dropped,-0.7600309105160452,No Dropout,-0.015352306608188251
U0165,Fresher,Non-Tech,Udemy,-0.8269014935439738,1.4989977355130255,In Progress,0.46462827146781666,No Dropout,-0.7131844251622036
U0166,Fresher,Tech,edX,-0.8269014935439738,-1.2700867512721201,Dropped,-0.5744764890033389,No Dropout,-0.7131844251622036
U0167,Student,Tech,edX,-0.46422539988433614,0.4221315462076911,Dropped,-1.0198071006338343,No Dropout,0.682479811945827
U0168,Fresher,Non-Tech,Coursera,1.167817021584033,-0.6547346430976434,Completed,-0.24047853028046737,No Dropout,-0.7131844251622036
U0169,Working Professional,Tech,Coursera,0.26112678743493917,-0.03938253492316646,Dropped,-0.5744764890033389,Too Difficult,0.682479811945827
U0170,Working Professional,Tech,Skillshare,0.9864789747542144,1.6528357625566445,In Progress,1.0212915360059358,No Dropout,-1.4110165437162188
U0171,Fresher,Tech,Udemy,0.8051409279243956,-0.03938253492316646,Dropped,-0.8342526791211278,Lost Interest,-1.4110165437162188
U0172,Student,Non-Tech,Coursera,0.8051409279243956,0.7298076002949295,Completed,0.241962965652569,No Dropout,1.380311930499842
U0173,Student,Non-Tech,Skillshare,0.07978874060512021,-1.4239247783157394,In Progress,-0.20336764597792617,No Dropout,-0.015352306608188251
U0174,Fresher,Tech,Udemy,1.7118311620734896,1.6528357625566445,In Progress,1.615065684846596,No Dropout,-0.7131844251622036
U0175,Student,Non-Tech,edX,0.44246483426475797,0.7298076002949295,In Progress,1.577954800544055,No Dropout,1.380311930499842
U0176,Working Professional,Tech,edX,-1.008239540373793,-1.116248724228501,Completed,-0.42603295179317374,No Dropout,-0.015352306608188251
U0177,Student,Tech,YouTube,0.9864789747542144,-0.6547346430976434,Completed,0.5388500400728993,No Dropout,1.380311930499842
U0178,Working Professional,Non-Tech,Coursera,0.07978874060512021,-1.4239247783157394,Dropped,-0.8342526791211278,Too Difficult,-0.7131844251622036
U0179,Working Professional,Non-Tech,Skillshare,-0.28288735305451734,0.4221315462076911,Dropped,-1.5764703651719532,Time Constraint,1.380311930499842
U0180,Working Professional,Non-Tech,edX,0.44246483426475797,0.8836456273385487,In Progress,0.1306303127449452,No Dropout,1.380311930499842
U0181,Working Professional,Non-Tech,edX,-1.1895775872036116,1.3451597084694062,Dropped,-1.2795832907516231,Too Difficult,-0.7131844251622036
U0182,Fresher,Tech,edX,-1.008239540373793,-1.4239247783157394,Dropped,-1.6506921337770357,Too Difficult,-0.015352306608188251
U0183,Student,Tech,Coursera,-0.46422539988433614,-0.03938253492316646,Dropped,-0.6115873733058801,Time Constraint,0.682479811945827
U0184,Fresher,Non-Tech,Coursera,0.07978874060512021,1.4989977355130255,Dropped,-1.2053615221465404,Lost Interest,-0.015352306608188251
U0185,Fresher,Non-Tech,Udemy,-0.10154930622469852,-1.5777628053593586,Dropped,-1.5022485965668706,Too Difficult,-1.4110165437162188
U0186,Working Professional,Non-Tech,YouTube,0.6238028810945768,0.5759695732513103,Completed,-0.5373656047007976,No Dropout,0.682479811945827
U0187,Working Professional,Non-Tech,Udemy,-0.46422539988433614,-0.6547346430976434,In Progress,0.27907384995511036,No Dropout,-0.7131844251622036
U0188,Working Professional,Non-Tech,edX,-0.645563446714155,0.7298076002949295,Dropped,-0.6858091419109626,Lost Interest,1.380311930499842
U0189,Working Professional,Non-Tech,edX,0.26112678743493917,-1.4239247783157394,In Progress,0.1677411970474865,No Dropout,0.682479811945827
U0190,Student,Non-Tech,Coursera,0.44246483426475797,-0.03938253492316646,Dropped,-1.539359480869412,Time Constraint,-0.015352306608188251
U0191,Student,Non-Tech,YouTube,0.26112678743493917,-0.6547346430976434,In Progress,1.3181786104262658,No Dropout,-0.015352306608188251
U0192,Fresher,Non-Tech,Coursera,-1.008239540373793,0.2682935191640719,Completed,-0.2775894145830087,No Dropout,1.380311930499842
U0193,Fresher,Tech,Coursera,-1.008239540373793,1.0374836543821677,Completed,0.39040650286273415,No Dropout,0.682479811945827
U0194,Fresher,Non-Tech,Udemy,0.6238028810945768,1.1913216814257872,In Progress,0.056408544139862675,No Dropout,-0.7131844251622036
U0195,Working Professional,Non-Tech,edX,0.8051409279243956,1.6528357625566445,In Progress,-0.09203499307030236,No Dropout,0.682479811945827
U0196,Working Professional,Non-Tech,Skillshare,-0.46422539988433614,1.0374836543821677,In Progress,0.20485208135002778,No Dropout,1.380311930499842
U0197,Fresher,Tech,Coursera,-1.5522536808632492,-0.8085726701412626,Dropped,-0.7971417948185865,Lost Interest,0.682479811945827
U0198,Student,Tech,YouTube,-0.46422539988433614,1.1913216814257872,Completed,0.5388500400728993,No Dropout,0.682479811945827
U0199,Working Professional,Tech,YouTube,-1.5522536808632492,0.8836456273385487,Dropped,-1.131139753541458,No Dropout,-0.015352306608188251
U0200,Fresher,Non-Tech,Udemy,0.9864789747542144,-0.8085726701412626,In Progress,-0.42603295179317374,No Dropout,-1.4110165437162188
U0201,Student,Non-Tech,Udemy,0.6238028810945768,1.3451597084694062,Dropped,-0.5002547203982564,Time Constraint,0.682479811945827
U0202,Working Professional,Non-Tech,YouTube,-0.8269014935439738,0.7298076002949295,Completed,0.39040650286273415,No Dropout,-1.4110165437162188
U0203,Working Professional,Tech,Udemy,-1.1895775872036116,0.11445549212045265,In Progress,0.39040650286273415,No Dropout,-1.4110165437162188
U0204,Fresher,Non-Tech,Skillshare,-0.645563446714155,-0.9624106971848817,In Progress,-0.31470029888554996,No Dropout,-0.015352306608188251
U0205,Working Professional,Non-Tech,YouTube,1.349155068413852,-0.6547346430976434,Completed,0.46462827146781666,No Dropout,0.682479811945827
